Case,TCGA-CS-4942,TCGA-CS-4943,TCGA-CS-5393,TCGA-CS-5394,TCGA-CS-6290,TCGA-CS-6665,TCGA-CS-6666,TCGA-DB-5273,TCGA-DB-5277,TCGA-DB-A4XB,TCGA-DB-A4XD,TCGA-DB-A4XF,TCGA-DB-A64X,TCGA-DB-A75L,TCGA-DB-A75O,TCGA-DH-5142,TCGA-DH-A66B,TCGA-DH-A66D,TCGA-DH-A7UT,TCGA-DH-A7UU,TCGA-DH-A7UV,TCGA-DU-7010,TCGA-DU-7298,TCGA-DU-7299,TCGA-DU-A5TP,TCGA-DU-A5TW,TCGA-DU-A6S7,TCGA-E1-5302,TCGA-E1-5303,TCGA-E1-5304,TCGA-E1-5305,TCGA-E1-5307,TCGA-FG-7636,TCGA-FG-8185,TCGA-FG-A6J3,TCGA-FG-A87N,TCGA-HT-7477,TCGA-HT-7479,TCGA-HT-7601,TCGA-HT-7686,TCGA-HT-7855,TCGA-HT-8106,TCGA-HT-8563,TCGA-HT-A5R7,TCGA-HT-A618,TCGA-HT-A74O,TCGA-HW-8319,TCGA-HW-8320,TCGA-HW-8321,TCGA-P5-A5EU,TCGA-P5-A5EZ,TCGA-P5-A72W,TCGA-P5-A72X,TCGA-S9-A6TS,TCGA-S9-A6U1,TCGA-S9-A6U6,TCGA-S9-A6U9,TCGA-S9-A6WG,TCGA-S9-A6WL,TCGA-S9-A6WN,TCGA-S9-A7IS,TCGA-S9-A7IZ,TCGA-S9-A7QW,TCGA-S9-A7QX,TCGA-S9-A7R4,TCGA-S9-A7R8,TCGA-S9-A89Z,TCGA-TM-A84F,TCGA-TM-A84I,TCGA-VV-A86M,TCGA-WY-A858
RPS12,433.0238258,605.9111165,603.3184556,425.5270009,554.6790385,555.7301743,611.1850552,446.3626725,788.2047963,360.095505,507.9020025,204.9280795,907.9326028,485.1114239,538.7205035,640.2990984,540.7680659,514.5407146,710.26841,342.8610911,613.8370744,367.1123937,343.5826076,494.1246674,680.8406719,730.1904871,341.9672489,605.8069967,653.212894,260.9876412,339.3342422,446.0263358,563.5537867,723.5681179,690.7054139,436.7682707,329.6918685,559.6562236,380.9906049,581.019374,479.8655407,516.414486,255.7433799,295.1945331,484.9274108,766.8911516,257.759385,663.3974885,532.2380191,210.4472744,418.2240591,851.0201627,320.4226382,532.119108,391.0758993,299.4287375,316.5921354,438.9972893,466.4674023,227.0112517,301.5411026,361.0701283,829.9407155,884.2205604,593.4489012,361.6612343,328.793527,588.2955397,744.0370083,561.2367717,664.3400103
NUCKS1,542.1038612,722.9641794,499.8776977,822.5072408,560.3695912,538.8778664,456.3904599,521.5369078,622.6201672,440.5381234,471.0492334,637.0129528,454.3674675,464.6697847,481.6918003,376.0088745,541.2494029,361.4825654,375.9210698,483.125582,433.2464226,648.9241778,536.7919516,558.5553365,391.2915676,310.0979612,447.4871255,413.4524475,568.0806331,464.5550925,698.5142231,736.8193034,605.7103158,475.1153202,372.8102684,498.5144838,582.6947208,733.6645351,486.8530033,553.9344398,714.8161711,377.8751749,449.8481553,449.4620704,456.2758995,274.4887997,534.2093488,503.9467807,470.3349943,417.8199267,410.1339181,422.8812127,497.8189962,434.6339017,548.254319,509.396305,554.5340177,407.5805434,559.04783,586.5762605,745.7666352,512.8982796,454.1741968,455.0590115,493.073921,454.2384103,305.6149345,390.7728036,629.9644339,491.417119,381.8994794
PFN2,466.6274821,588.4596358,437.1511507,658.6620861,465.4272302,328.2059692,413.8876093,618.4427993,283.5145371,417.2123304,557.2857683,421.2859067,757.1500002,571.1621373,331.3997785,510.0056763,591.4686514,510.8646873,295.3795408,566.5801943,534.4047359,486.301274,298.9888444,297.0839629,214.572808,482.6154896,424.5880457,358.5147297,448.4462522,1270.515182,576.2719052,761.4921558,679.5197263,746.8825538,430.7883964,290.8340722,149.264997,633.2518846,362.6119803,504.8330938,547.5295424,254.2125711,399.8215364,517.9435447,510.9810477,698.0285434,499.5891213,531.9716865,578.9515594,475.754322,534.722085,584.1676384,456.6097174,534.9937034,551.3995905,531.4640857,459.8498123,356.934588,520.2726363,506.6670217,259.6776173,444.6032578,577.2015675,540.4136747,628.240714,350.8245356,455.3472024,372.7568125,936.2474333,959.8018841,374.4392648
CALM3,394.8806565,473.0308063,596.2891291,317.8080121,433.3804396,345.6344288,455.7564224,573.7292462,507.7075356,545.5897405,396.8149627,723.3037713,630.7692784,805.5881188,613.8338684,225.385438,368.3585648,361.3593422,401.6167903,542.5815279,415.6318978,332.9890159,384.5852341,619.032303,185.5225433,361.456998,544.5147777,355.8621348,466.3873517,509.4899226,547.3651387,836.2968639,619.0527849,551.975904,451.7292799,334.4638842,514.4141374,429.2593853,323.0988874,452.2273394,546.3953931,331.0066722,268.2873163,1618.47511,497.8168385,559.582123,757.9068965,528.6927898,568.0899055,255.000294,261.4685196,679.2476221,643.8047825,802.0342674,470.3876727,849.3070018,446.4357789,576.8025523,683.6690516,216.3389879,612.2995469,760.5340876,449.3194635,466.7763111,405.864059,320.6404887,359.3284931,499.9845343,469.116732,432.0448278,343.7412735
ATN1,409.6670198,270.4167558,451.7257191,452.1200679,377.3043122,210.9419671,354.6508239,658.5645192,765.9683632,463.6643081,463.7527006,454.5154395,528.3754422,398.6322888,813.3527245,489.4827731,517.1139049,553.2108442,434.4333719,551.5551407,541.9597833,355.2154536,305.2165156,1037.670584,677.8025873,480.4475002,590.9573288,531.8866472,624.9346957,1100.373594,378.3502233,436.5321257,521.5391966,967.2474954,621.2254297,317.2721065,429.0127612,336.4938528,319.8108788,307.7743515,598.7079085,401.2577726,249.2570704,386.0881247,359.6551173,538.5066394,464.6276515,577.2975822,561.1013963,287.4675332,445.1267934,624.2322324,841.8679492,495.4794528,430.1154828,510.544577,693.2592239,414.64685,455.1890421,361.2906203,375.5982448,594.8832687,508.5277551,484.0164092,469.7015826,529.6301095,339.4783558,282.3502915,785.9918812,306.9776328,482.310785
HLA.C,1558.635437,196.1378717,176.9554985,244.1992734,1096.620229,470.4767457,322.0690062,539.976991,135.2479904,210.6826721,236.9968791,647.512423,417.4630791,210.1059397,733.2621617,562.9269865,329.9343027,434.9556093,385.8145272,302.6139705,214.202052,280.5477925,209.4597763,159.61205,481.5261259,140.7038366,277.6466106,696.9350185,423.2632298,109.2257065,305.199334,166.568975,264.2336731,313.7812852,1460.807415,340.2089428,317.7235202,246.8271682,972.2617544,748.2858735,283.8125002,1471.570361,3413.893068,518.1465723,521.8129174,793.1553682,285.9500501,272.5634988,180.516863,755.0126135,358.272009,655.4544187,575.2364731,271.1192942,319.6425999,197.0473675,721.5816948,509.1767768,265.4592834,1138.12652,354.4124354,527.0924971,233.0586746,339.4112829,319.8473094,346.4904,524.9519598,815.6366419,261.4901679,335.1141428,391.2736336
TTC3,440.0120304,660.5394922,566.8390359,1072.922123,342.1012211,447.1263922,551.9256262,416.5384815,707.286853,663.1882411,711.3060231,506.0376171,461.837431,431.2736219,335.414967,251.0004876,413.5123416,546.5570349,360.2551661,524.864393,505.0611026,414.543423,550.3231247,602.3681893,343.9019345,475.5383596,544.6758769,438.1754582,356.6571088,519.8147582,584.2148615,529.8414718,552.6479708,564.6045553,289.484299,448.1458693,498.975029,462.494123,369.1879922,329.3749827,667.1820087,162.937792,302.2286238,382.3781804,436.4171824,346.0759896,600.0994575,617.3965317,640.8209047,368.2392193,497.8455326,399.7353877,451.5362785,501.0004996,636.938146,490.3140345,329.3773841,325.4439822,967.7951911,411.0679681,462.3920716,431.0459858,647.4367025,634.1271691,551.7957068,682.794299,225.7319994,368.9739995,661.8443467,855.5089732,386.7248089
GSN,323.3033568,232.8969735,501.0170078,59.25587719,1228.306735,706.932861,142.2724488,564.0454724,324.8604077,224.8458234,313.0634793,301.3113892,458.9324425,270.6782622,1275.197101,255.9576183,254.9927856,304.6787456,1181.15455,271.9695366,385.3908434,395.5929576,409.0413491,358.1173799,236.6820564,271.896401,369.400115,590.3266219,1009.924128,132.1869261,314.9463376,345.5408996,303.3282957,401.9897324,1327.620881,356.5295335,213.148876,921.7585313,821.2983635,1136.933708,214.6372509,866.7574278,731.4063109,447.4800468,723.2570003,723.0306378,206.7286739,317.5705686,468.7688961,359.3054105,670.9503939,318.8718795,483.2452874,451.2654772,478.3571013,377.5324135,844.8744699,831.3865069,203.406631,868.5151538,360.8840155,320.5752461,244.4202215,286.2901344,458.4033331,366.067066,463.4753865,1103.13918,215.4842081,228.3665522,968.5580234
FLNA,280.8655569,298.245283,226.1638106,139.8886358,388.4550315,283.842619,999.8698607,572.3425996,346.2556607,355.8751864,383.6759197,993.3284284,338.3063592,384.6577202,505.1300392,384.9587128,800.0699419,348.3803101,504.945084,612.0234932,287.9057019,607.5748578,311.9593734,200.5843912,298.4859453,459.8141713,376.9257385,370.6171889,421.4128383,638.5399324,461.5998532,105.8271941,181.7083612,259.1720832,792.9406907,499.4234395,473.9725869,258.7308317,606.3425744,487.2120488,589.9182714,676.1152186,1860.080644,156.7323642,293.9090259,625.6667139,261.792206,450.1922033,518.3283598,949.8649762,272.1185278,232.2512832,532.0398526,335.2779287,329.2543679,255.7733561,441.274518,2480.051536,275.7139708,960.9284588,419.4057501,805.474338,148.1793035,351.8423141,439.6860674,277.2663149,1320.793899,267.6000402,521.4361988,444.8405817,261.6471753
YBX1,433.0238258,946.8737321,426.9833417,195.7113122,386.957514,597.0687507,520.0881187,541.9501148,825.6007727,407.4029516,398.2161077,291.8749104,543.7580338,428.6623164,539.9609682,561.4672358,399.8745253,416.8898997,390.556722,436.6698712,384.4934167,753.8806111,316.9596924,455.0416088,594.3107913,484.160502,582.3500412,450.195025,553.332669,898.3642162,411.3099941,391.8226554,525.2296679,395.1896928,643.6040481,566.7330777,584.4574542,358.0599637,364.9306874,587.0382465,422.3683607,309.6386257,270.0766433,192.891598,506.1100396,680.8262516,270.8660567,418.5026548,413.2144704,501.1247888,503.8829516,958.6129889,508.6871031,398.1539502,436.9798164,416.3859104,409.0756025,460.0977208,203.3367222,165.4200811,796.897733,269.5751445,562.8325152,625.718577,467.2285737,447.5886183,516.0553376,359.6938585,901.7608577,610.9143984,573.0714368
MAGED1,520.1409324,526.3417446,553.532755,495.2721599,431.9981178,514.6796763,445.8383404,675.3406297,529.7976816,551.5780277,733.6714764,703.8252588,474.4257002,420.8895982,626.9240282,383.8592687,297.3273138,500.2062696,419.4947045,630.3158628,709.1934473,496.5680656,525.2306048,470.2560283,232.4243092,460.5119185,591.8088557,461.4271057,563.8050736,552.1395813,484.5901682,593.5998371,546.8283832,445.0678355,497.017852,527.1465472,328.0507059,333.3474949,351.0184285,375.6450814,431.0162249,304.7141625,247.0949654,449.7415862,304.4753606,306.6763246,472.0108186,483.3668996,472.9451613,407.7645562,376.6383167,669.202098,416.1714063,654.0155406,560.1765894,911.5853428,424.218787,399.357041,380.8543899,307.955853,527.5335302,576.3498422,774.8552913,491.8528155,362.0288007,602.5041921,379.2751035,449.8826641,486.8875559,564.6991514,310.2814194
GABARAP,563.8030836,544.7316729,419.2446336,463.5008421,582.6710244,479.1925957,444.1173931,589.027782,631.0136866,281.9341334,354.85991,400.2682861,579.3095242,390.7983675,752.2109031,635.3998355,615.1686595,405.1635882,439.6755391,383.5184613,454.388032,311.013371,433.6641347,502.6617295,290.2143792,412.5170043,489.5569895,496.3874721,649.1267659,594.8515578,557.0317833,467.514295,713.9641219,636.8926968,1252.765028,252.4699279,307.9514934,557.4683572,422.5373188,674.4307214,473.8707662,417.6496997,416.3355359,291.1034318,483.9282296,842.511801,276.7446719,375.0283721,421.162842,401.9440444,486.3019863,726.2735864,341.5371056,541.8835975,418.4694888,426.5533782,450.496668,361.3171732,253.2038546,264.5500078,355.5547191,369.2973782,555.6601886,488.1709498,331.6011209,377.9983846,486.1233565,506.7881541,373.1459901,509.9935446,514.0881216
MLC1,905.4528367,194.1860874,322.876193,375.6033585,746.9597873,210.1857723,276.3477627,606.6222344,333.4733706,421.4896746,794.0529136,269.9741996,821.6683519,405.0993544,880.3704315,639.9133261,421.9242406,797.4713622,552.821539,295.1168584,554.3567386,352.5664635,301.9738847,535.3456478,99.4361792,344.8357069,728.8581123,958.6435127,574.5210241,168.708162,626.0493148,592.0275461,982.1856296,366.9175924,257.5416357,205.125938,149.2852552,768.462026,581.444954,392.2167847,176.7040978,258.1555868,116.7163529,674.6250884,415.1596095,497.6645441,909.8357155,391.191388,214.8924041,336.5067946,425.2516118,934.3216241,1001.482394,421.9035636,648.626642,618.1485212,597.7104375,415.2131413,300.2980036,326.9641646,198.9940005,686.9975107,944.7223457,405.7767053,235.5175335,147.6911063,147.8992022,952.7519326,288.5742323,137.2909023,331.8684217
DDX17,303.5630943,263.2159879,447.2544657,673.438115,377.2121567,394.7689951,467.2822391,305.743426,273.0363489,586.9944516,586.5512023,536.8449568,446.5655056,641.2185998,313.2824736,392.8669747,552.7097532,517.9086919,592.7892883,455.3303839,790.4832393,425.782041,342.2037338,424.6127589,425.6861955,656.1796444,443.229507,232.5579346,293.1191037,315.4786543,342.2458816,330.0598941,291.4762041,655.5174425,254.1348365,518.8876012,350.6217915,359.8310953,336.9921373,306.7250097,605.7558168,468.753935,609.1169513,347.1083146,427.2496984,376.7409562,580.1214797,662.780286,561.6739474,542.7192104,569.859859,303.3042543,440.4194729,460.3911671,571.1425245,505.9723531,569.3366149,520.1243795,460.4087749,359.4853642,557.2804038,586.9877621,584.2519155,609.7223561,612.5298468,1004.28312,351.6103325,447.3245004,664.6992633,793.81839,527.3577817
RPL27A,451.0688403,391.2596948,564.2809628,282.3948495,543.1827427,344.7522007,770.7349072,678.2503069,385.4620081,328.9564254,406.5436694,301.2861578,612.6476975,396.1637873,642.2013228,440.6444402,617.8503779,262.1066892,390.0415963,212.9967871,481.2898409,254.9613687,468.6663774,409.9254965,573.0442255,656.528518,345.1201853,364.7317468,618.927271,422.2378267,503.364427,462.4345948,874.2393659,908.2747083,1219.790947,426.9264886,214.283508,453.0342034,266.8416671,419.2423217,479.0959414,389.1187986,212.3521862,223.4605049,327.8062299,570.9612806,166.7572003,538.9152259,457.4020449,219.9031893,608.4268919,984.5198557,340.9650977,574.5079488,350.3786733,411.0203271,243.9677189,367.9402951,278.8830969,204.4455206,581.882324,279.0409057,763.0965763,784.8349953,496.6864492,518.7660425,276.8647975,627.8381843,414.3147267,936.8297472,631.5468145
RPL23,366.4946113,429.3569833,405.873864,281.2947074,622.9887003,375.8101481,473.4640598,485.9615599,363.152429,294.7946868,352.1369283,246.6353064,481.6466676,298.4029949,507.5456821,523.5847406,677.8109268,330.5135973,755.569231,368.1252645,568.1520044,209.0507667,548.4442133,277.4033196,352.7500689,802.3074493,376.8567006,543.0565573,544.9168613,608.0224718,374.2273397,541.6941184,550.8263916,861.7295835,603.3475396,516.5525247,243.520562,393.3783815,268.1340619,480.836793,425.0214504,315.7683818,221.7647935,166.3629665,322.8852677,780.9147572,204.4951081,417.6154234,355.7908261,267.0860744,562.4217618,919.3414573,272.8218221,587.0785883,523.6659689,427.7851636,347.1142953,416.6904152,409.283316,192.525507,304.8258265,313.1662974,643.7041643,908.5258623,500.3474673,512.964577,361.0650755,570.3067662,840.3180661,1343.343284,773.2908864
RTN4,519.029602,424.5925682,445.7497159,477.954417,461.3493854,531.6220111,334.2711968,434.2465927,429.0388346,444.1310968,371.0920453,511.2352541,456.5531207,457.3866913,375.9585543,509.3884437,600.8202981,445.1891253,429.7063305,377.3059638,320.7972846,490.3296198,565.187709,408.3147263,591.627522,385.055744,389.6755814,495.0818991,475.6690976,415.7146933,532.3177799,461.6887604,343.9944418,347.187415,433.0075018,487.0271786,212.0547658,720.2247822,575.1540282,469.9671789,405.6396956,485.8001569,500.8626294,724.7601339,505.5355126,514.0387776,422.3450619,410.9226211,530.0488481,670.9445045,611.0592033,585.3719264,340.3682232,438.9686081,480.5672912,381.3947966,417.2759795,388.4498171,714.7078442,1086.181536,367.4367061,653.4029052,398.6740499,398.2885823,427.4665034,414.3122792,476.8856856,357.4622703,337.397458,427.8297563,470.0569893
MACF1,360.9379484,359.0276939,442.2457989,313.5212537,463.4228655,414.5920671,419.6391958,359.5951843,336.5820847,648.3315956,613.3844623,418.9646341,325.3584225,572.3045834,452.2797406,517.9525149,359.6257744,707.562792,500.7331683,497.9895685,597.5582489,717.6568493,456.3322533,560.1221719,487.2017949,394.7245016,480.3513302,373.0003795,337.2276846,606.6929181,433.9509118,433.6294375,395.1642354,435.5042332,195.5003557,521.4577479,398.8639478,483.3101046,614.0589362,475.7088679,564.6632568,489.6398602,578.2696885,521.2977398,524.4699873,245.9073447,701.7576002,745.1383993,558.4912292,444.4279793,387.6022685,321.9853987,687.8989567,429.9797982,445.6930596,388.7437654,459.3258242,513.0580779,451.4839611,480.0660094,419.6571317,490.1627613,492.1582584,481.1554962,617.6455742,433.0302206,301.0563985,566.8233111,485.3152833,267.6570397,411.9942986
GJA1,1172.794052,200.3581711,362.1716461,34.97689867,1054.871622,205.6126025,321.6131831,507.4658931,245.5151054,322.6259528,692.2715923,1086.179372,431.1552447,186.8308353,848.2489399,354.7722996,464.1670855,373.7017485,292.3493842,176.1589475,508.0038163,174.1750102,211.8165968,275.8804135,341.9726412,475.9121548,422.4247121,1621.232614,1062.665003,65.72991131,249.5858319,725.0674481,338.8845596,353.8702179,77.26248836,73.70366399,152.4460204,1349.726036,512.3778175,1034.989019,331.7581423,250.4589598,239.0057125,523.4322251,751.2840254,196.3839698,789.3784177,620.7140007,337.940663,220.3286061,175.6405821,1001.93797,914.1396185,262.523351,543.9189484,475.469955,2359.769399,444.0938906,147.7139021,165.6324629,27.56822907,829.8906921,542.0230079,191.2830071,183.4389193,79.05866688,81.54716016,668.1156278,240.08201,187.2997136,236.9173556
EDNRB,1293.213438,619.8073344,170.1226484,256.9398594,607.5527904,81.57886991,578.3512124,873.6760485,340.0930972,908.8789973,793.8414194,478.914043,640.950562,466.75067,133.121387,533.9426313,207.9824287,570.7695069,194.7480819,580.3167262,582.7194691,177.8741923,174.5414794,340.6332344,88.59222568,666.4963061,339.1365056,913.5908538,393.0534543,278.3757367,355.9655304,446.3488573,479.7138638,576.1780264,64.07285606,53.17383135,335.1826832,802.759436,776.5586698,447.7131837,371.9393414,111.5236246,151.1422697,276.4669473,901.4608913,390.1501954,1400.676715,1081.707265,812.5192815,523.8267205,292.1386081,601.1745326,1022.795821,298.3645029,526.2799467,300.556135,570.6727776,169.7882952,250.0114291,55.69753518,47.72906439,1369.549653,788.8096152,276.836687,567.749029,174.755498,43.10108715,261.8577844,193.8861344,188.7448802,524.6594051
PTMS,259.2040044,931.1728128,309.6773916,244.629658,270.8426153,219.2781022,517.551985,652.6769729,786.3578575,210.8161259,318.4301291,251.0760052,523.9487972,605.1089235,580.6024907,603.7860789,485.827147,268.7604985,298.9248232,522.8395744,253.3027529,530.1898629,234.7877636,709.0888105,371.3111901,353.9063979,774.6102411,329.999336,474.7760994,841.4010606,297.2668573,248.8652413,534.0773344,1052.382022,1873.084063,334.6676134,488.9254228,250.2919142,266.4045361,216.5210902,378.9467447,360.8461734,216.4527283,196.62695,226.3893838,1562.737718,249.6937383,376.3592137,426.7536503,502.1496663,380.260767,1648.728569,551.9108322,307.9236671,232.9411444,374.6304063,485.6299029,397.018021,266.3231056,213.4187193,543.1527335,350.0562266,448.4412142,341.393767,298.894392,312.2119441,629.9464037,230.4794814,493.1766515,345.6960791,382.1851886
RPS5,278.1719884,715.7814599,658.0913303,218.7953089,583.2930674,456.8128716,442.82668,323.5424653,755.2524502,214.7512847,488.7618274,309.9152407,818.5143673,345.998136,535.3581905,341.2896797,453.3255971,408.4699565,737.2670956,400.7524051,496.4625468,269.679721,273.926633,524.0849254,367.5634854,848.5081581,430.6177507,359.5716202,593.6257223,684.4096057,369.5920119,615.6723645,499.7512294,790.1448955,596.0651119,229.0721859,471.5007085,437.6774622,231.0157013,621.8051697,592.9156586,361.655437,148.961528,262.8722925,391.6289029,525.7919003,294.0702962,409.7075023,560.0573326,201.9775572,327.3488313,1135.026443,388.0187832,429.9797982,408.672399,443.4017229,353.5331201,409.6733552,228.5499183,133.9607959,588.8875016,282.0929481,411.3354019,933.0799419,415.8045792,315.1126742,350.6696813,413.0070383,747.6987485,928.3393874,427.6131292
PCBP2,425.2599457,756.380969,482.5973725,438.345163,427.6223804,362.2058669,561.662105,436.601157,368.2540043,507.5287777,459.7359109,514.0331432,532.8469045,479.4563108,577.7079637,546.8872958,462.8282883,470.3719463,399.5329515,527.0369262,498.8841251,369.3709339,396.5708525,427.0718152,548.8837171,473.0965036,498.1322908,523.6455747,525.8917186,686.0574251,623.8674472,561.3938997,785.5883497,644.5581503,186.4388918,468.3920478,479.8272887,417.3588506,335.8643332,323.7449619,554.0205079,302.9406667,250.9802277,240.0612272,272.0644335,557.4793816,383.049556,525.2599838,419.4576449,267.7934321,443.2525389,473.0973641,443.2571195,518.7581819,460.0735257,498.3826593,449.2134282,452.2043874,390.5153336,383.5311435,522.5878409,372.3591546,625.343741,412.3869072,423.9293763,570.5378405,522.2481908,419.4941553,306.3740207,607.9527071,438.1580627
NRCAM,424.0766613,335.6387372,603.7913802,330.1751184,363.0894532,121.243017,320.2771827,297.0825919,195.1356819,397.8502118,738.6680101,754.7923497,296.8342311,402.549247,522.300674,357.1254892,653.6983551,574.2401657,368.9214096,295.6690836,446.7703734,277.8304587,477.1820775,545.2298988,571.5584488,770.0865665,248.4147316,1087.688092,393.8111467,316.3719483,514.5917132,1222.697139,454.8504992,499.2336957,194.9690205,420.5794769,149.609435,353.6633957,302.6106167,495.0524213,712.4061109,467.3075867,646.5996393,429.5147802,416.8582161,291.9582133,287.5867567,730.3833753,529.1394971,345.2665697,329.1359076,211.7783923,266.9774154,340.5708318,413.5603171,601.1331496,379.8110011,206.7448271,676.1423766,2440.311216,157.8679031,425.8928975,625.9685096,270.7168274,451.5661965,511.9246937,402.694889,468.5245887,338.2870312,312.2765806,145.5217938
RPS2,327.5038179,584.8729694,403.1438173,201.7620909,372.8578507,414.0519325,619.3821955,524.5375131,448.1766189,301.9521128,417.9431801,223.6748851,594.6616872,341.8526876,464.7823113,694.2102921,558.3253243,426.1929098,687.5276981,320.0358931,391.1443618,410.922617,379.7818994,292.5298859,563.1538256,535.5918074,379.273184,494.9782796,512.809062,685.614518,355.3599136,393.5158907,691.9159252,669.0002906,740.2446733,520.4400319,460.0530704,311.7888844,312.8547521,444.0899808,418.0140471,404.2193408,219.8263565,224.1504068,503.5621296,935.8689748,183.6795401,416.6510417,351.2272443,327.9984077,492.3877082,822.2641231,304.8043964,502.1412083,358.0718308,318.6245814,310.4877001,411.1260059,218.5997933,191.9414488,680.6586905,244.1856697,560.7100922,921.7358115,447.4445185,470.7944856,405.1972631,461.9737862,924.7243196,871.3757054,539.340471
DNER,385.1988889,312.0151729,442.6327367,682.8272547,344.7276341,349.6674587,331.7350631,596.0746574,231.7453378,181.387984,492.8595181,1073.816066,517.6684918,563.8790388,580.9289284,282.3634931,610.6532818,457.2850958,532.1861818,418.8146787,392.6328349,378.1002188,374.4633728,420.1611818,180.8434495,295.4951471,354.8781857,480.8242049,414.5124154,379.5673994,312.6869066,446.5907512,457.1215598,524.3905067,333.4601597,542.9122041,199.0064869,360.0186277,712.0529278,685.8349051,524.5023158,335.8106077,744.0061629,285.9196749,126.8459967,289.1267772,332.2114885,517.5831279,428.6228638,482.7350652,354.3240201,621.0893362,376.3051031,380.7923167,529.3402035,223.1831845,425.5549497,168.5326111,750.1041856,2239.768239,173.8893171,652.9605808,401.4795519,414.1604224,575.7741749,382.0484658,662.9897678,481.5875427,455.1731474,485.6364526,397.2960871
ABAT,458.5091121,418.0234463,690.8518689,1551.711133,593.4531218,230.044856,174.6081267,487.7573747,249.0809826,409.2564665,568.3098757,508.4345839,393.5840949,432.7832866,649.2197377,394.3521805,698.600003,465.4175306,524.4895867,733.144275,900.8036143,486.0191307,471.0150128,810.6989042,142.1910744,443.2178018,413.4261827,456.6814465,566.6464229,343.5655214,490.0640497,820.3320761,517.5885012,537.0526534,56.10282256,453.2548218,139.1748689,301.9672346,290.1808101,368.636259,717.4895132,228.3505213,115.7471344,385.6815548,540.9814504,186.0465624,499.2013498,558.0871151,572.1314528,182.446937,359.805996,462.4464677,492.1238055,507.479738,309.6389453,553.5109972,504.1265985,355.6542805,527.6128948,538.3386887,172.9173044,386.6144125,530.9717711,435.3809195,427.2967886,386.9742365,305.9526057,498.2428067,872.9841153,370.9563969,203.6797192
HSP90B1,531.7816599,372.9058634,382.3352853,418.71751,404.4208289,464.1047334,591.6432581,612.32793,387.4552392,397.7931809,447.8642453,361.0084889,432.7322343,325.3524949,458.3514854,347.8477516,315.3429829,373.4963853,344.1347397,340.7212244,289.7631554,642.2625171,367.6599084,705.8526344,657.5117558,426.5466733,483.8494777,330.8282709,559.0153676,446.128281,233.350522,334.0107745,469.5177587,360.3185364,1052.826455,565.9808425,702.3984786,645.3580759,616.7007421,404.9870935,324.041897,463.8639076,796.1203289,356.4085805,346.3909946,495.8748638,358.6264717,407.6823024,374.752417,624.8638412,315.2739935,542.9575044,419.7526589,340.0004774,386.0817235,287.9042167,633.9964453,456.0352087,376.706562,1093.933531,1012.415911,285.6094341,327.3899001,325.82046,337.250243,403.4482122,518.1295912,397.1682053,325.5226536,368.6079992,422.8195482
FEZ1,462.1821551,282.8331169,307.6997225,615.4720594,656.7633892,540.0301591,380.6461705,720.3269671,422.2362428,306.1724261,403.7678155,389.2674677,584.6491675,442.2084684,786.4868862,529.6991724,515.944949,403.0483369,657.8164212,304.8037583,377.2305547,430.5784354,366.9780461,520.3508748,169.7333871,340.9233496,448.0164485,686.3588307,747.2480601,394.4418033,435.2786218,282.0445864,487.4023434,385.5423381,762.3419977,341.6571592,211.8521514,891.5243058,788.1712251,364.7358727,325.1557882,346.9853547,397.0816276,509.1006693,450.1059593,650.1345757,324.0993076,333.5407115,567.4668326,328.2691256,521.1258167,897.6936554,580.3121539,364.2519999,444.9704987,290.2216507,523.618864,252.8358491,321.6196969,634.4687022,546.7893916,449.247674,434.4381034,308.3067091,303.210035,316.973521,447.6290418,615.510024,195.8307904,140.3317749,485.9932723
TSPAN7,690.3818858,430.9270769,435.9473519,1041.530164,532.2624148,193.2254343,308.9098768,685.5244998,379.2262985,448.1803173,565.4282775,427.7955634,654.6731617,681.6122534,369.6583013,406.9475361,213.1166627,543.8667614,343.9832321,339.5247463,568.2772268,339.0080244,384.1003559,646.7082046,143.5659747,382.6136345,458.9941997,535.6790302,477.5092085,517.9658405,801.330079,468.3205988,631.3543524,570.4331615,165.9018212,271.2758772,181.6020308,444.2410617,295.9205671,342.521472,225.3711415,129.9128876,204.0206286,647.4357841,292.51017,305.5544351,476.8036745,539.9760441,588.4828766,278.7851076,266.0811089,723.2188037,644.0286091,538.8036769,494.7422536,758.6558006,478.241706,323.2526871,821.3396206,383.9625478,425.0534613,770.5306402,712.2072056,438.6647464,515.4279598,355.9692313,209.3309163,368.9467819,256.0736875,187.0287459,471.7712499
