Case,TCGA-CS-4942,TCGA-CS-4943,TCGA-CS-5393,TCGA-CS-5394,TCGA-CS-6290,TCGA-CS-6665,TCGA-CS-6666,TCGA-DB-5273,TCGA-DB-5277,TCGA-DB-A4XB,TCGA-DB-A4XD,TCGA-DB-A4XF,TCGA-DB-A64X,TCGA-DB-A75L,TCGA-DB-A75O,TCGA-DH-5142,TCGA-DH-A66B,TCGA-DH-A66D,TCGA-DH-A7UT,TCGA-DH-A7UU,TCGA-DH-A7UV,TCGA-DU-7010,TCGA-DU-7298,TCGA-DU-7299,TCGA-DU-A5TP,TCGA-DU-A5TW,TCGA-DU-A6S7,TCGA-E1-5302,TCGA-E1-5303,TCGA-E1-5304,TCGA-E1-5305,TCGA-E1-5307,TCGA-FG-7636,TCGA-FG-8185,TCGA-FG-A6J3,TCGA-FG-A87N,TCGA-HT-7477,TCGA-HT-7479,TCGA-HT-7601,TCGA-HT-7686,TCGA-HT-7855,TCGA-HT-8106,TCGA-HT-8563,TCGA-HT-A5R7,TCGA-HT-A618,TCGA-HT-A74O,TCGA-HW-8319,TCGA-HW-8320,TCGA-HW-8321,TCGA-P5-A5EU,TCGA-P5-A5EZ,TCGA-P5-A72W,TCGA-P5-A72X,TCGA-S9-A6TS,TCGA-S9-A6U1,TCGA-S9-A6U6,TCGA-S9-A6U9,TCGA-S9-A6WG,TCGA-S9-A6WL,TCGA-S9-A6WN,TCGA-S9-A7IS,TCGA-S9-A7IZ,TCGA-S9-A7QW,TCGA-S9-A7QX,TCGA-S9-A7R4,TCGA-S9-A7R8,TCGA-S9-A89Z,TCGA-TM-A84F,TCGA-TM-A84I,TCGA-VV-A86M,TCGA-WY-A858
CD74,2311.475864,552.9250282,1089.803886,220.9766229,2457.304633,3342.105038,442.2605842,1795.906653,423.9003164,593.2393778,156.5846146,2063.233656,589.2141479,415.5853815,1596.575233,5422.000137,3535.609598,1234.137863,746.690877,377.1679062,289.9509889,682.7654176,483.1066952,777.2681715,2689.012405,68.17968899,183.3997571,1482.01285,1127.988999,282.0527915,310.4507688,377.9744158,1028.813308,521.8111826,2861.775151,623.1666091,623.9872507,721.8500571,3994.148425,2389.215976,553.483812,8329.439197,5838.856057,498.9618507,3177.919426,3225.99133,413.271216,515.7700927,462.8076135,2458.383055,1506.166879,905.3305976,815.6054323,741.0290178,206.2276137,408.4523632,1098.928914,946.7864126,348.7436873,3464.184786,496.2783667,1602.832002,164.3780291,719.1335491,1310.160221,903.6057812,2639.344709,3093.225668,1019.908925,864.2703007,3304.589188
B2M,2836.740227,734.4962382,577.6947285,751.3205212,2926.23374,1884.434109,985.7173414,1927.729351,820.1330971,416.8131088,537.1938725,2422.223644,1325.669577,861.7312108,1127.288074,1663.87881,1476.413948,1147.679415,611.3338411,636.3212792,681.6864026,1419.921344,754.4725596,937.4662445,1507.708824,614.9379081,671.2076675,1784.222113,1286.725763,348.2605117,1207.049726,480.9795493,888.3861719,1259.297617,3358.105391,677.8449215,1285.498423,1210.244348,3294.088173,2738.845262,628.2969843,5239.217116,5732.632998,1147.744393,1857.177302,2881.144605,769.2763504,714.3939407,939.1880865,1509.542951,1088.691459,1515.904448,962.4119198,776.2770021,800.8746469,487.829584,1250.413171,1473.583161,902.2688449,3264.3079,1114.359697,1616.632556,541.8034498,874.5680909,1324.731564,1118.533698,2262.312694,2404.835248,996.5730799,1034.167793,1607.088874
FTH1,977.5004725,795.85579,1752.322403,1447.44355,1813.371247,1308.537691,744.0375923,1305.057065,541.6654633,515.7908978,899.8245884,1086.834624,1644.662487,1731.58012,2068.505886,1332.07885,1443.682959,841.9730233,1525.735935,1400.269901,2361.050887,722.0607551,1146.663133,1058.361027,861.5282246,1085.939931,967.9737447,1301.695897,2081.435737,482.6077612,1116.299012,1679.204198,1199.780269,956.276479,3809.98751,801.932244,990.5131507,1812.551464,1181.685519,1518.161294,1497.640431,1855.264499,1755.665543,1176.25378,2139.844795,2521.282739,856.7873517,788.4768958,1312.424084,1493.473505,1189.174148,1538.843485,1067.03747,1990.672553,912.8910498,1427.305936,1860.720222,1522.947581,1038.025353,2416.52083,819.9560027,1511.711229,812.6905336,1119.260827,1205.999358,1285.779852,2080.282348,2219.962623,757.545733,868.1231755,2134.21491
GPM6B,1473.870773,1053.96483,1646.991033,1394.637534,1650.559495,1024.804186,953.7439667,2481.272938,956.4592682,1159.360381,1743.897337,2226.605892,1106.88264,1390.54122,1619.066807,995.9972443,840.1353263,2073.216069,1529.289095,1194.24999,1313.910206,1876.472419,1341.237413,2068.327007,570.4940079,1157.160787,1405.036839,1473.329745,1946.379054,1406.379163,1933.515696,1283.915649,1319.083012,1131.118482,838.3855392,712.557575,623.3388857,1764.941407,1976.966062,2212.411537,983.9127098,873.9375028,445.8408022,1217.420164,1443.816218,643.2963951,2849.871386,1324.249011,1348.47889,988.8295323,844.8038998,1565.897075,1417.902499,1029.013045,1376.395044,1534.243454,1310.121334,751.1704043,961.0607963,2627.872259,723.0752155,1477.189508,2412.097536,1294.624481,1018.248436,1250.188674,1096.702009,1710.23993,1030.501086,577.2239322,849.3850699
SCD,1898.663208,1059.649649,1541.809058,1076.791588,3958.757854,1138.251208,1125.317795,4286.159126,843.686165,962.5454319,1346.923753,392.3456786,1466.104897,839.5351045,2543.016701,609.8040716,336.2008215,800.0794904,1343.904192,703.5543597,1023.854865,1437.367057,898.6181572,2278.004905,521.7738306,741.1052153,1025.188301,2698.45539,2443.940079,324.3492828,1535.016917,995.0981271,1870.950311,1114.570591,511.8640015,457.125715,856.4248816,4190.09755,2026.1151,1037.899461,645.3699413,598.4429825,438.2175218,1919.564893,2264.643223,705.1338403,2899.568164,1421.149989,898.738944,898.5825914,1166.067014,939.0212799,3648.774228,1051.667577,1148.511831,1532.113927,1369.803299,569.366926,1075.289151,1331.962166,723.8963992,1201.067954,2624.120306,1349.429586,878.93572,679.0999684,452.6940846,1076.849987,351.32035,352.8918063,1683.817967
PCDHGC3,1616.826838,1090.837989,1156.634531,2532.056382,1290.757892,675.7658051,872.5436019,1849.906172,594.5369752,1229.825377,1574.574197,1199.587963,1677.385907,1376.954058,1437.219666,1679.309758,1011.864309,1303.6369,1882.311284,823.965767,1527.010509,716.3256114,1018.002466,971.9773634,1021.490748,1096.434018,1694.855636,1206.916621,1526.698361,1105.812513,1673.216428,1237.81914,2460.62979,2188.534376,542.476139,2703.954,876.0838126,1046.598607,1548.675492,1124.804488,1569.742991,581.7492196,698.6222897,758.7828442,1104.190677,1380.597463,1670.089252,1529.024071,1543.307038,987.3993481,838.7746925,1937.629835,1861.097689,1429.794281,1556.242563,1334.319763,1283.03809,697.4005003,1315.383544,2355.129567,946.8442566,1541.919612,1534.87923,1722.592902,1264.645988,1371.799728,703.0185492,1354.160426,775.1260247,756.2705331,1235.099418
CPE,1806.968919,357.2590839,1562.596097,3022.618798,2148.471248,339.6929061,732.4664884,1455.884273,621.7972684,1177.268201,1691.394038,1596.304447,2089.542542,1423.957786,1500.961564,934.2356564,872.8431635,1310.779887,1575.347454,545.4576859,951.2262403,325.2144676,1297.613406,1075.538242,367.2752013,797.3983143,1100.927871,1588.61399,1812.862653,152.8158167,2034.258461,3926.309761,1719.877583,585.0884266,191.1559037,482.8585281,176.4151377,2347.226425,900.1154828,1635.569738,1160.961105,550.851303,1100.156916,1427.184379,1550.578681,639.6903251,2161.546186,1222.603286,700.6526341,957.4258401,907.2066598,2230.04704,1983.11868,1354.526484,1147.151719,1636.147772,1666.038593,1040.765809,870.0649341,845.2591792,197.2846053,1521.952829,1387.406184,895.1417769,967.2608563,473.2300027,568.2493808,2060.89858,390.3582442,640.9016174,865.0356489
YWHAE,1433.843995,1456.41369,993.1344941,1399.038097,1454.177867,1051.64905,1101.201901,1678.247264,1136.380547,934.9422895,1145.846162,940.4942259,1196.577535,1164.377577,1290.735542,1457.511778,1129.807128,959.236963,1126.551149,1090.179075,1269.56083,1130.742546,948.2880052,1116.671369,888.7607477,1030.719366,1525.792085,1300.185783,1593.510413,1261.603005,1153.987986,1249.849372,1411.297466,1456.800341,1880.585279,935.9723025,1162.390769,1323.700846,1102.242347,1193.182463,995.4972095,755.1477112,740.6884503,984.303639,1575.608162,1299.494517,1064.044634,1010.632406,1022.410271,1092.496518,965.190027,1762.342829,1166.344365,1212.256943,1381.367971,1084.578406,1334.198477,813.6099479,971.4303634,972.662637,1075.227896,1066.490484,1494.820323,1277.807297,1000.04032,976.31567,1050.344819,1033.470094,1240.585771,1003.488094,1138.904877
FXYD6,992.2497319,1022.165958,1336.389296,1133.126397,1235.909496,459.9996852,1379.021526,1615.439151,1719.318917,1579.937556,1321.306585,997.7438957,1318.31028,1668.400573,2243.771058,1015.883624,1110.462057,1308.294977,1821.214258,1200.968693,1377.668949,685.0382184,1165.695863,1058.918057,624.5807292,1203.211978,1624.867997,752.4042933,1546.452242,1031.485985,937.7346156,1708.35324,1768.374153,1849.209721,894.2695736,927.0238031,515.2043314,871.8335074,976.613895,806.6083701,1540.576181,480.152517,345.0792927,729.3340333,634.0801159,1355.909497,1039.289314,1318.327718,1992.583552,793.852053,1008.369644,3007.194436,1087.109151,944.8741632,1032.158149,1528.18891,918.2589264,549.0297572,980.6814163,865.0904716,734.7225833,691.3765312,1237.080058,1118.442106,948.5678304,1491.41475,1237.17248,1129.156228,1259.266861,1271.927931,1208.935649
TMSL3,1243.561397,711.6306424,1170.329465,242.9604775,1874.172836,1712.256058,807.4861659,1303.603587,697.4486931,480.9162675,591.5213055,560.2343075,721.9028335,765.6024842,1040.488235,1260.808256,1162.606648,943.0131715,1104.249208,1061.348461,1021.35043,1467.712882,770.913007,1071.716333,986.6224437,593.9557112,862.4782647,1055.836237,2306.878756,605.3425838,667.278146,550.2812388,728.0162964,574.8046203,6665.952659,785.3679616,596.7763245,1474.559442,1684.314495,2426.873538,583.9640018,2959.913169,2627.683562,690.9640807,1318.51895,1693.517899,421.0886839,513.1276847,656.5324186,1818.513505,955.9165506,795.6816785,587.9471895,969.1713175,834.856299,681.6586476,1418.874555,1288.45581,780.9332623,2101.028815,731.4713789,675.6518657,607.9889034,867.1794789,880.3904292,922.5426423,2702.561247,2163.116188,893.3202324,850.8121777,1935.528769
QKI,1300.69138,1469.696305,1303.005357,1534.469265,1217.225136,1252.112336,918.2607722,1270.506012,1035.274261,1243.310421,1991.979387,965.1703754,1302.73402,1332.541648,966.0277404,985.1378511,1027.3516,1161.192397,1083.492645,1441.093405,1185.223972,1794.33805,1011.398106,1276.54729,691.174583,1169.271654,1256.135291,1234.036706,1278.391136,1074.010997,1328.546663,1551.426631,1224.360932,1566.270983,584.750785,809.8940564,1040.559571,1684.928009,1306.954001,1330.42864,1214.893823,1024.615793,810.2299243,816.7209681,1635.38415,774.4238323,1470.320455,1415.923043,1383.30355,626.8749163,975.1879913,891.7897057,1078.354977,1092.094392,1475.194734,941.4196543,1076.214138,579.9294534,773.9658418,1359.412716,939.2805049,940.8701038,1151.475654,1409.259945,1267.464488,891.3187121,908.8613391,1095.764057,1329.68816,1011.376296,855.9881568
FAM107A,1222.822814,524.2843815,1913.97654,223.0630971,5808.855278,1169.741265,127.2820994,1593.84389,542.5251122,445.1576583,538.4892732,896.8946558,1124.395551,646.7472262,3484.528954,261.0690504,315.3888245,526.8831156,1493.836277,998.0959886,2708.108426,781.1699114,1126.784281,1369.371387,442.76154,648.5792012,347.720786,1439.219035,4546.620459,262.5041659,1222.516356,895.8422967,2020.579968,799.0050498,653.9807281,497.558514,272.555007,2530.653184,1298.515416,3001.992829,1227.652977,988.1644197,262.229695,1886.378693,1242.980883,483.9614736,650.5252493,421.4536585,931.9469839,323.0674093,1706.585024,634.0133985,1695.5988,1167.997335,444.7579833,866.6981708,1401.373435,1105.839832,1189.56411,2428.285011,645.8339076,812.7505864,749.4837947,1382.317622,582.4415967,1185.934698,370.471582,2605.351579,109.2523145,62.05187349,1782.10232
HSPA8,1190.481179,1214.511248,1238.322634,1656.072796,1124.517526,1034.166581,1855.701038,1167.530718,1351.631425,1268.233095,1350.149031,1115.321446,1104.14365,1358.817924,1139.692715,823.3656934,1402.013354,1038.897847,1127.278385,720.7652886,897.318276,1059.752749,1237.291361,1478.669229,899.3607677,1367.506086,916.5845313,1117.322547,1614.482282,1012.269747,1094.404173,1415.786409,999.9992477,1046.653908,683.0166686,1175.795226,936.5177993,1623.12599,1211.069655,1209.516583,1205.962419,1452.544879,1119.392194,1199.124556,881.8020116,903.6814498,1213.895003,1008.549347,1359.020592,1210.357044,787.0378805,1756.703238,971.5391418,1045.028634,1067.882447,1062.928177,1048.626292,1013.953243,1445.471045,1480.418125,1509.766843,1166.522347,1027.350482,1330.497816,894.4526221,1088.760133,930.5204162,1073.39375,1132.947109,791.3796751,564.4366316
TUBA1B,1384.835583,2623.19396,697.6776275,562.4058017,1120.253526,1092.136188,1816.06198,1253.244121,792.7775316,974.1299109,714.1011731,566.31554,997.4487725,1209.069071,1372.814441,1136.349589,971.2078049,808.6429855,831.6337048,1644.618654,830.7633225,1012.01262,1103.681289,728.8165991,1671.31549,1009.806197,1139.283944,1257.735565,1238.665811,1347.009306,1032.789665,909.3899912,1037.625016,1663.661332,3186.689866,1249.12873,2240.512965,1156.603903,1523.354042,761.1446852,548.5328581,1049.752256,1245.389932,1552.272966,769.5700325,1824.49361,1113.720318,914.8082636,774.8311848,1101.197509,1121.445661,1322.29435,571.2575539,932.0037473,1294.392367,937.3403455,1102.557777,1544.534774,774.5677465,912.1124119,2457.982139,906.8957664,1130.696153,751.1329605,520.5907243,1041.585181,1405.931693,954.6436132,705.494793,661.3121994,1311.874863
RPLP0,1080.836056,2121.771737,1396.815725,748.4942993,893.3935783,1064.864431,2122.538304,1342.47506,895.7845217,889.4598477,1112.615223,538.9391463,1732.644273,923.2601252,981.9252673,1652.980845,974.3360177,1050.891136,1133.793221,841.2648218,1019.033828,699.6938751,1049.930874,948.434103,1573.526527,1679.772043,713.8759033,1130.875647,1575.650499,2095.525314,1754.577911,1570.213479,1974.354459,2318.697413,1668.832292,1072.25278,864.7725344,834.0563449,789.4826236,945.9730329,1061.257463,755.3715514,508.3740786,370.6130875,523.121096,1684.703056,540.4136883,1397.715535,1100.614197,806.0538576,1080.818666,1870.699347,685.8347625,958.6539618,742.9421964,929.1852876,464.775277,742.0851507,485.0394117,325.5305739,1297.617184,606.8039384,1663.467591,1332.637282,865.7221066,1648.355365,846.9231182,929.6740491,984.8844672,1850.988431,1120.93687
ITM2C,827.1887087,708.5806975,886.9421915,396.4112015,1155.873153,1136.486757,469.7277929,2188.531906,1019.89528,390.1224714,703.4807578,806.7434567,1374.445675,860.6907681,2307.002084,1486.290134,586.6782295,1111.699559,1554.954509,1082.12583,651.4244723,1521.445058,1108.222486,839.3851961,458.6837479,372.6209249,576.7115727,1148.677042,1616.944785,266.3058681,1358.385155,718.2138741,1424.427024,1322.842846,1813.355659,885.3529448,619.9755114,1067.49127,2335.282725,1940.176262,315.3535222,1423.153058,1493.846279,1707.18339,1788.933255,1212.761827,965.9229695,371.9037761,481.4492468,1732.849495,462.3455121,862.0643649,1358.513392,1725.691197,1024.975031,738.2582365,724.2005754,462.215151,1475.204902,4852.136513,535.0749905,1200.4947,571.0782557,935.7915884,699.0365939,521.8583347,1307.745387,2647.917488,1418.562983,282.349573,878.4005437
DDR1,1842.286669,973.998425,850.9141983,1609.146085,1284.382862,989.2991023,1018.709695,1913.590139,832.4765159,854.7563102,1279.536591,1367.86086,892.9373427,705.4608283,1840.620222,1711.058339,1309.046998,1742.373886,1565.741864,941.0330044,1212.459708,1055.787099,863.7219837,897.2995837,971.0106952,1134.359469,1141.962097,1580.303908,1260.504162,653.3935617,979.0566195,615.1281129,1160.747632,1495.18876,1195.318241,654.5098667,908.2938065,902.1510843,1595.842416,1654.180728,1166.287543,680.8674979,1466.298087,740.4384481,1063.877729,1564.340415,890.0748905,1370.288551,1362.65798,851.8444631,750.2337775,1210.602837,1299.323245,1074.869649,1029.607927,889.7889664,928.2143912,596.4010816,670.3167749,1241.964721,422.5731588,1055.233306,1099.049355,1169.192181,829.8150142,917.9178908,906.7870804,1086.619989,947.9153533,613.3531187,644.1180731
DPYSL3,1288.918802,1401.586798,1311.238483,971.253907,1443.856541,380.3653093,814.0529388,1966.737214,467.0748445,1177.752969,1534.862301,1489.702489,736.8150967,879.8267496,1714.158174,1404.777182,1398.002234,1203.497481,984.0126436,625.990121,1286.215323,1022.369074,686.6954912,952.7392455,1031.794499,863.3103277,740.8945149,1315.728328,1359.545514,515.7845418,703.6387125,901.7887756,1197.581368,1722.119262,1214.196295,984.6483798,428.8506686,1331.243778,1439.823666,1556.235427,1493.974912,891.069822,1145.766136,546.8099438,1064.876911,834.4448822,771.0601024,1222.448985,1168.006992,1908.025631,777.3297134,849.9627422,963.3321036,791.7450504,1017.536897,1365.321555,1114.910477,846.5532143,1049.237071,1692.217418,485.6197685,826.4405537,1099.390897,867.1545984,1141.316895,1086.187785,1439.05055,1267.05203,1284.381863,1518.088106,686.3714533
RPL8,826.8496624,1588.517978,1413.217492,591.325861,955.5058349,918.1629013,2585.925765,953.6239733,1928.187794,873.3199909,963.9880597,568.3587667,750.3993665,804.017256,1175.437671,1106.172821,1010.573649,856.4725786,1959.116632,379.3307771,932.8812519,637.0742581,798.0814122,611.7838538,1029.089055,1978.058167,1101.802406,1026.160333,1691.306981,1315.844723,1346.622127,1125.416755,1261.762435,770.2137345,1777.381091,806.9477921,1808.057604,1048.133866,410.3355875,988.6199286,972.4699829,773.6747172,486.5107294,510.3203737,666.6534134,2695.231064,476.2142632,1108.941376,648.9713583,618.153816,1038.339391,2900.952765,801.0317236,975.0345749,745.0461286,799.1377652,867.065264,885.1839867,721.0460962,534.223763,1034.571048,583.0289517,1761.269832,2103.292104,755.9399957,974.9473992,670.2014216,969.6521296,1244.681957,1756.329968,1343.632198
CKB,463.2369805,1219.239571,831.4384426,811.1644071,1225.519056,490.5715078,1144.950172,782.7031701,599.5425489,674.223795,866.3044291,1149.080834,2418.525282,1542.670235,1669.827901,457.1939268,2033.891202,847.1079542,753.326919,1424.273629,1799.186269,412.7251824,602.3416081,703.1582567,301.6127258,703.1528538,1569.058687,433.9478859,1405.602446,831.1385488,565.1377917,1003.261935,1313.925817,1788.712784,2687.778273,383.0459281,1146.181725,887.1694079,331.119339,521.2860027,2151.091367,262.5634981,166.482025,1165.125221,876.8810441,2058.484094,644.4449943,1278.826684,942.8760019,489.638464,901.2175387,2462.151752,1676.3247,1928.30438,1146.896696,1292.541708,1737.091045,1419.490221,1019.456605,1197.815534,978.2949964,931.9572531,1039.767877,1761.102259,833.8154673,700.0892383,981.7738134,1338.000191,828.8156452,835.1260906,1208.491213
ENO1,945.3289241,1083.507827,976.1523281,529.8127947,1173.106082,1094.139924,1543.598347,1423.46865,1150.442899,747.8511781,883.990587,711.344163,1262.534552,950.5360385,2228.852844,1089.912663,1280.143993,995.0730649,1082.250278,678.6123154,919.5242642,1140.852596,951.3791095,1381.613212,1639.122471,802.7809194,761.5382051,1063.814743,1374.347593,1369.068506,1287.923453,1235.537503,1366.278456,1205.098256,1616.230039,671.1688062,1168.023407,1224.288363,1029.773169,1406.218942,1044.893348,844.2185345,930.8045147,1195.135096,993.6602994,1171.919726,616.447899,1124.467908,1011.144458,1928.890521,648.394603,1306.71087,1241.202498,1067.318137,1003.744468,1200.700471,835.4427268,904.9302509,688.0499001,497.3221577,1237.402812,884.4072848,1039.987441,985.3724223,735.574061,597.3868594,875.576782,1456.192704,920.0075019,835.0959849,1119.635302
HSP90AB1,1062.376649,1329.091866,975.9588565,1273.394392,890.0760124,1398.219717,1501.412518,927.1868306,1492.821817,991.1180997,982.0972058,878.9552513,1146.916108,946.5374796,1029.095551,1069.428341,1378.26751,1015.383615,830.5958792,752.8632189,448.9408882,882.9600936,1074.068786,1243.775508,1549.643217,1064.834129,938.4479722,931.2886343,986.0026643,799.4369564,1379.348966,1336.587355,1430.010042,1100.568533,1349.18687,1226.022793,1136.861527,1194.241664,739.1172105,704.643889,1240.837433,851.157549,984.7825656,1020.691568,897.3392731,1043.410033,844.8142132,1136.541952,1013.754625,1042.142322,1190.89288,1443.588446,972.1608883,1049.317709,869.3054892,1000.253159,1054.62593,947.3527039,1279.674484,762.1110936,1694.800764,842.6517771,1220.46661,1302.460887,916.976381,1501.375759,812.5773159,709.2094972,978.8850056,1314.590475,977.7959901
